region_id,merchart_id,sub_category_code,product_id,product_name,product_brand,product_price,product_promo_price,product_url
1,48,tverdye_i_polutverdye,5240,"Сыр полутвердый Natura Сливочный Легкий 16% БЗМЖ, 400 г",Natura,472.49,,https://www.auchan.ru/product/syr-arla-natura-slivochnyy-legkiy-cilindr-30-400-g/
1,48,tverdye_i_polutverdye,9318,"Сыр полутвердый Natura Сливочный Легкий нарезка 16% БЗМЖ, 150 г",Natura,220.99,,https://www.auchan.ru/product/syr-polutverdyy-arla-natura-slivochnyy-legkiy-narezka-30-150-g/
1,48,tverdye_i_polutverdye,5225,"Сыр полутвердый Natura Сливочный в нарезке 45% БЗМЖ, 300 г",Natura,353.49,,https://www.auchan.ru/product/syr-arla-natura-slivochnyy-v-narezke-45-300-g/
1,48,tverdye_i_polutverdye,279574,"Сыр полутвердый Oldenburger Песто зеленый 50% БЗМЖ, вес",Oldenburger,117.2,,https://www.auchan.ru/product/syr-pesto-zelenyy-50-old-ves/
1,48,tverdye_i_polutverdye,279699,"Сыр полутвердый Oldenburger Песто зеленый нарезка 50% БЗМЖ, 125 г",Oldenburger,183.99,,https://www.auchan.ru/product/syr-pesto-zel-50-125-g-olden/
1,48,tverdye_i_polutverdye,279573,"Сыр полутвердый Oldenburger Песто красный 50% БЗМЖ, вес",Oldenburger,117.2,,https://www.auchan.ru/product/syr-pesto-krasnyy-50-old-ves/
1,48,tverdye_i_polutverdye,279698,"Сыр полутвердый Oldenburger Песто красный нарезка 50% БЗМЖ, 125 г",Oldenburger,183.99,,https://www.auchan.ru/product/syr-pesto-kras-50-125-g-old/
1,48,tverdye_i_polutverdye,19969,"Сыр полутвердый Oldenburger с грецким орехом 50% БЗМЖ, 350 г",Oldenburger,390.99,,https://www.auchan.ru/product/syr-polutverdyy-oldenburger-s-greckim-orehom-50-350-g/
1,48,tverdye_i_polutverdye,238779,"Сыр полутвердый Oldenburger с грецким орехом нарезанные ломтики 50% БЗМЖ, 125 г",Oldenburger,176.99,,https://www.auchan.ru/product/syr-narezka-s-oreh-olden-125g/
1,48,tverdye_i_polutverdye,238777,"Сыр полутвердый Oldenburger с томатом и базиликом нарезанные ломтики 50% БЗМЖ, 125 г",Oldenburger,176.99,,https://www.auchan.ru/product/syr-narezka-tom-baz-olden-125g/
1,48,tverdye_i_polutverdye,15550,"Сыр полутвердый Schonfeld Swiss Thurmesan нарезка 52% БЗМЖ, 125 г",Schonfeld,381.99,,https://www.auchan.ru/product/syr-polutverdyy-schonfeld-swiss-thurmesan-narezka-52-125-g/
